id,type,geometry/type,geometry/coordinates/0,geometry/coordinates/1,properties/localidad,properties/LocalidadUriDbpedia,properties/numero de bombardeos,properties/fechas,properties/bando,properties/descripcion,properties/fuente,properties/observaciones
41,Feature,Point,-2.649521126155989,43.352887250117,Gautegiz Arteaga,http://dbpedia.org/resource/Gautegiz_Arteaga,1,27/04/1937,Franquista,"La aviación franquista bombardeo el pueblo de Gautegiz-Arteaga en abril de 1937, causando la muerte a cuatro personas e hiriendo a otras dos. La aviación italiana participó en el ataque.","Comando Aviazione Legionaria. Jefatura del’Aire. Salamanca. Velani [Vincenzo Velardi], comendante della  Aviazione Legionaria. (CALJA)  IRARGI, Euskadiko Ondarearen Zentroa/Centro de Patrimonio Documental de Euskadi, Doc. GE-0037-03. Relación de víctimas causadas por la aviación facciosa en sus incursiones del mes de abril de 1937. ",
46,Feature,Point,-2.6727064558586364,42.84940723486813,Vitoria-Gasteiz,http://dbpedia.org/resource/Vitoria-Gasteiz,10,Desde 17/09/1936 hasta 29/05/1937,Republicano,"La aviación republicana bombardeó en un total de 10 ocasiones la ciudad de Vitoria-Gasteiz. Los bombardeos se produjeron entre septiembre de 1936 y mayo de 1937. Estos ataques causaron grandes daños en fábricas, cuarteles de Caballería, en la estación del Norte así como otros objetivos que no se especifican. No se dispone de una información concreta sobre el número de víctimas que se pudieron producir debido a estos bombardeos. ",El Noticiero Bilbaíno  El Liberal  El Pensamiento Alavés  Euzkadi  Jefatura del Aire. Estado Mayor. Información (octubre a diciembre 1936). (JAEMI)  ,
47,Feature,Point,-2.673723837821718,43.30050623384947,Ajangiz,http://dbpedia.org/resource/Ajangiz,1,26/04/1937,Franquista,La aviación franquista bombardeó el pueblo de Ajangiz. No se dispone de más información.,Euzkadi,
44,Feature,Point,-2.6664003900988478,42.93870862597411,Betolaza,http://dbpedia.org/resource/Betolaza,2,15/12/1936  21/12/1936,Franquista,La aviación franquista bombardeó el pueblo de Betolatza en Arratzua-Ubarrundia. Se produjeron dos ataques entre el 15 y el 21 de diciembre de 1936,Euzkadi  El Noticiero Bilbaíno  Jefatura del aire. Estado Mayor. Información (octubre a diciembre 1936). (JAEMI),
45,Feature,Point,-2.6670375114344114,43.09868528981928,Pais Vasco,http://dbpedia.org/resource/Pais_Vasco,3,05/04/1937  06/04/1937  13/04/1937,Franquista,"Las posiciones republicanas situadas en el monte Sebigain fueron bombardeadas tres veces durante el mes de abril de 1937.  El propio Franco y el general Kindelán estuvieron presentes junto al comandante de la aviación alemana Richtofen en uno de los ataques. Este último escribió esto: ""la acción empezó en mi ausencia, algo inexactamente. Una parte de las bombas cae en la infantería propia, que sin embargo toma Sebigan. Error particularmente penoso, porque Franco y Kindelán querían justamente contemplar el terreno de lucha en colaboración con nosotros�?. No se dispone de información sobre el número de víctimas que pudieron causar estos ataques.","Diario de Richtofen. Maier, Klaus A., Guernica. La intervención alemana en España y el “caso Guernica�?, Sedmay, Madrid, 1976, pp. 98-132.  Legión Cóndor. Informe a la Jefatura del Aire de Salamanca. (LCIJA)",
51,Feature,Point,-2.678317676207287,43.21766018535638,Urdaibai,http://dbpedia.org/resource/Urdaibai,2,03/05/1937  10/05/1937,Franquista,La aviación franquista bombardeó las posiciones republicanas en la zona del monte Urremendi los días 3 y 10 de mayo de 1937. No se dispone de información al respecto del número de víctimas que pudo haber a consecuencia de estos ataques.,Euzkadi  El Liberal,
50,Feature,Point,-2.678731614629527,42.975396434998494,Álava,http://dbpedia.org/resource/Álava,11,Desde 01/12/1936 hasta 19/12/1936,Republicano,La aviación republicana bombardeó las posiciones franquistas  en el pueblo de Elosu hasta en 11 ocasiones durante le mes de diciembre de 1936. ,Arma de Aviación. Parte de Operaciones (AAPO)  Jefatura del Aire. Estado Mayor. Información (octubre a diciembre 1936). (JAEMI)  ,
49,Feature,Point,-2.676060908091267,43.026387056286644,Álava,http://dbpedia.org/resource/Álava,1,04/04/1937,Franquista,"Richtofen escribió en su diario que observó aviones del modelo Junker Ju52, luchadores del grupo Jv/88 (quizás fueran modelos Heinkel He51 o Stuka) y a los Italianos bombardeando la zona. “El macizo se vuelve un horroroso mar de llamas y de humo con las bombas-aproximadamente sesenta toneladas en el espacio de dos minutos�? escribió. Al día siguiente volvió al lugar y describió los efectos del bombardeo: “En la hondonada, cuadros horribles, allí corrieron los rojos. Cadáveres espantosamente destrozados. De visión agradable-¡estética!-nada. Posiciones construidas muy fuerte y aplicadamente. Alambradas en tres escalones, trampas para tanques. Si no hubiéramos sacado a bombazos al enemigo, nos hubiera costado otros dos días de combates�?. ","Diario de Richtofen. Maier, Klaus A., Guernica. La intervención alemana en España y el “caso Guernica�?, Sedmay, Madrid, 1976, pp. 98-132.",
48,Feature,Point,-2.674844133672967,43.24080427238833,Múgica,http://dbpedia.org/resource/Muxika,2,30/04/1937  02/05/1937,Franquista,"La aviación franquista bombardeo la anteiglesia de Ibarruri, perteneciente a Muxika, en dos ocasiones. Aviones de los modelos “Heinkel He45�? y “Breguet Br.19�? participaron en los ataques. No se dispone de información sobre el número de víctimas que pudieron causar",Jefatura del Aire. Resumen de las operaciones del día. 3ª Sección (enero a agosto 1937). (JAROD)  Coronel Jefe de Estado Mayor. Tercera Sección. Resumen de las Operaciones. (CJEMRO)  Euzkadi,
55,Feature,Point,-2.6877072548701038,43.07886367219453,Ochandiano,http://dbpedia.org/resource/Otxandio,1,13/04/1937,Franquista,La carretera entre Otxandiano y Dima fue bombardeada por la aviación franquista en un intento por dañar las comunicaciones en la zona republicana. No se dispone de más información sobre este hecho. ,"Legión Cóndor. Informe a la Jefatura del Aire de Salamanca. (LCIJA)  Attivitá Giornaliera dell’Aviazione Legionaria. British Intelligence. Kew archives. HW 21 1. (AGALBI)  Informes de Henry Chilton, embajador de Gran Bretaña, a los servicios de inteligencia aérea británicos. (IHCh)",
54,Feature,Point,-2.685623571211609,43.27125486978039,Muxika,http://dbpedia.org/resource/Muxika,3,09/05/1937  10/05/1937  14/05/1937,Franquista,"La aviación franquista bombardeo Muxika en tres ocasiones en mayo de 1937. No disponemos de información sobre las consecuencias de estos bombardeos, ya sean materiales o personales.",Coronel Jefe de Estado Mayor. Tercera Sección. Resumen de las Operaciones. (CJEMRO)  Euzkadi,
53,Feature,Point,-2.680793046709281,43.15143277316295,Mugarra,http://dbpedia.org/resource/Mugarra,1,22/05/1937,Franquista,"Las posiciones republicanas en la zona del monte Mugarra, en Mañaria, fueron bombardeadas. No se dispone de más información. ",,
52,Feature,Point,-2.6788478887039546,43.31388281837782,Gernika,http://dbpedia.org/resource/Guernica,3,26/04/1937  27/04/1937  29/04/1937,Franquista,"La aviación franquista bombardeó Gernika el 26 de abril de 1937. Tomaron parte 59 aviones en el bombardeo. Se lanzaron unas 31 toneladas de bombas. Se lanzaban primero bombas explosivas que destruyeran parte de los edificios y después incendiarias que arrasaran lo que quedara e incendiaran el pueblo. Tomaron parte en el bombardeo aviones italianos y alemanes. La población quedó casi totalmente arrasada, sufriendo daños más del 90 por ciento de los edificios y siendo totalmente destruidos más del 80 por ciento.  No se han logrado cifras exactas pero en un informa de junio de 1937 el Gobierno Vasco hablaba de 1654 muertos y 889 heridos. El bombardeo de Gernika fue un experimento de guerra convertido en la mayor masacre en un bombardeo durante la Guerra Civil en el País Vasco y en un símbolo de la barbarie bélica. Es, sin duda el acontecimiento de este tipo más significativo de la guerra, además de haber pasado a la historia y ser uno de los episodios más conocidos, si no el más, de la historia del País Vasco. A día de hoy se cifra el número de víctimas en más de dos mil. Lo que quedaba del pueblo volvió a ser atacado, aunque de manera muchísimo menos virulenta, en los días 27 y 29 de abril de 1937. ","Secretaría General de S.E. el Jefe de Estado. Oficina de Información. Salamanca. (SGOI)  Scrittori sulla guerra civile spagnola. Ministero degli Affari Esteri, Gabinetto del Ministro 1236. (SSGCS)  Partes de operaciones de las Fuerzas Aéreas del Norte. (POFAN)  IRARGI, Euskadiko Ondarearen Zentroa/Centro de Patrimonio Documental de Euskadi, Doc. GE-0037-03. Relación de víctimas causadas por la aviación facciosa en sus incursiones del mes de abril de 1937.  Jefatura del Aire. Resumen de las operaciones del día. 3ª Sección (enero a agosto 1937). (JAROD)  Informes de Henry Chilton, embajador de Gran Bretaña, a los servicios de inteligencia aérea británicos. (IHCh)  Legión Cóndor. Informe a la Jefatura del Aire de Salamanca. (LCIJA)  Diario de Richtofen. Maier, Klaus A., Guernica. La intervención alemana en España y el “caso Guernica�?, Sedmay, Madrid, 1976, pp. 98-132  Attivitá Giornaliera dell’Aviazione Legionaria. British Intelligence. Kew archives. HW 21 1. (AGALBI)  Relazione sulla Missione in Spagna. Uffizio Storico de la Aeronautica Militare, OMS Operazione Militare  Spagna, AM Busta 70, Fasc. 7. (RMS)  Euzkadi ",
59,Feature,Point,-2.705190648690365,42.971202011629785,Zestafe,http://www.wikidata.org/entity/Q3575307,2,18/12/1936  20/12/1936,Franquista,Bombardeo de Zestafe por parte de la aviación franquista. Fue bombardeado 2 veces entre el 18 y el 20 de diciembre de 1936.,Jefatura del aire. Estado Mayor. Información (octubre a diciembre 1936). (JAEMI)  Arma de Aviación. Parte de Operaciones. (AAPO),
58,Feature,Point,-2.7031413107988116,43.079355862445716,Álava,http://dbpedia.org/resource/Álava,3,06/04/1937  07/04/1937  22/05/1937,Franquista,"Las posiciones republicanas en la zona del monte Altun fueron bombardeadas en tres ocasiones entre abril y mayo de 1937. Aviones del modelo ""Jun ker Ju52"" tomaron parte en estos ataques. No se dispone de información sobre el número de víctimas que pudieran causar. ","Coronel Jefe de Estado Mayor. Tercera Sección. Resumen de las Operaciones. (CJEMRO)  Partes de Misión de las Fuerzas Aéreas del Norte. (PMFAN)  Legión Cóndor. Informe a la Jefatura del Aire de Salamanca. (LCIJA)  Partes de operaciones de las Fuerzas Aéreas del Norte. (POFAN)  Diario de Richtofen. Maier, Klaus A., Guernica. La intervención alemana en España y el “caso Guernica�?, Sedmay, Madrid, 1976, pp. 98-132.",
57,Feature,Point,-2.6994190355700174,43.408236497647245,Mundaka,http://dbpedia.org/resource/Mundaka,1,03/05/1937,Franquista,La aviación franquista dejó caer algunas bombas sobre Mundaka. 6 aviones modelo “Savoia Marchetti SM.81�? del grupo Z7 llevaron a cabo el ataque. No se dispone de información al sobre el número de víctimas que pudieron causar. ,"Comando Aviazione Legionaria. Jefatura del’Aire. Salamanca. Velani [Vincenzo Velardi], comendante della  Aviazione Legionaria. (CALJA)",
56,Feature,Point,-2.6905592395262876,42.85997793157914,Lakua,http://dbpedia.org/resource/Lakua,1,12/12/1936,Republicano,Bombardeo por parte de ocho aviones del aeródromo de Lakua en Vitoria. Fueron destruidos varios aviones y un hangar,"El Noticiero Bilbaíno (13/12/1936), El Liberal (13/12/1936), Euzkadi (13/12/1936), La Gaceta del Norte (13/12/1936)",
63,Feature,Point,-2.713176592665492,42.976061186506776,Cigoitia,http://dbpedia.org/resource/Zigoitia,6,Desde 10/12/1936 hasta 21/12/1936,Franquista,"La aviación franquista bombardeó las posiciones republicanas en la zona de Okoizta, perteneciente a Zigoiti",Jefatura del aire. Estado Mayor. Información (octubre a diciembre 1936). (JAEMI),Jefatura del Aire. Estado Mayor. Información (octubre a diciembre 1936). (JAEMI)  Arma de Aviación. Parte de Operaciones. (AAPO)
62,Feature,Point,-2.7106385577757712,43.07014455330496,Ubide,http://dbpedia.org/resource/Ubide,2,29/07/1936  18/06/1937,Franquista,"La aviación franquista bombardeó en dos ocasiones la zona del Alto de Barazar, en Ubide, Zeanuri, donde se hallaban posiciones del bando republicano. Sabemos que en el primero de los bombardeos no causaron ninguna víctima. No se dispone de datos a este respecto en el caso del segundo ataque. ",Partes de operaciones de las Fuerzas Aéreas del Norte. (POFAN)  Euzkadi,
61,Feature,Point,-2.7080931977365363,42.98698249503928,Álava,http://dbpedia.org/resource/Álava,3,13/12/1936  14/12/1936  16/12/1936,Franquista,"La aviación franquista bombardeó los caseríos situados en el barrio de Gorostiza, en Zigoiti, conocidos como caseríos de San Pedro",El Liberal  Jefatura del aire. Estado Mayor. Información (octubre a diciembre 1936). (JAEMI),
60,Feature,Point,-2.7046461082354476,43.192078960045464,Amorebieta-Etxano,http://dbpedia.org/resource/Amorebieta-Etxano,2,09/04/1937  28/04/1937,Franquista,"El barrio de Euba, perteneciente a Amorebieta, fue bombardeado en dos ocasiones en abril de 1937. En uno de los bombardeos no hubo víctimas, mientras que en el otro, según ""Euzkadi"", se ametralló a ""algunas personas"". No disponemos de más información.",Euzkadi,
68,Feature,Point,-2.7254793829015385,43.42014736117488,Bermeo,http://dbpedia.org/resource/Bermeo,9,Desde 09/04/1937 hasta 26/05/1937,Franquista,"Bermeo fue bombardeado en 9 ocasiones entre abril y mayo de 1937. Uno de estos bombardeos fue un ataque naval, perpetrado por los barcos franquistas “Galerna�? y “Almirante Cervera�? , que no causaron víctimas y solo algunos daños menores en la zona del puerto. En cuanto a los bombardeos aéreos, participaron los grupos A/88, J/88, y aviones modelo “Savoia Marchetti SM.81�? pertenecientes al grupo Z7,  junto a los “Romeo Ro.37�? del grupo Lo-1. No se dispone de información sobre el número de víctimas que pudieron causar. ","Coronel Jefe de Estado Mayor. Tercera Sección. Resumen de las Operaciones. (CJEMRO)  Attivitá Giornaliera dell’Aviazione Legionaria. British Intelligence. Kew archives. HW 21 1. (AGALBI)  Legión Cóndor. Informe a la Jefatura del Aire de Salamanca. (LCIJA)  Diario de Richtofen. Maier, Klaus A., Guernica. La intervención alemana en España y el “caso Guernica�?, Sedmay, Madrid, 1976, pp. 98-132.  Informes de Henry Chilton, embajador de Gran Bretaña, a los servicios de inteligencia aérea británicos. (IHCh)  Partes de operaciones de las Fuerzas Aéreas del Norte. (POFAN)  Comando Aviazione Legionaria. Jefatura del’Aire. Salamanca. Velani [Vincenzo Velardi], comendante della  Aviazione Legionaria. (CALJA)  Aviazione Legionaria. Comando Base Aerea Salamanca. Attivit�  di Volo. (ALAVO)  Euzkadi  El LIberal  Testimonio de George Steer. ",
69,Feature,Point,-2.7314811439826463,43.21802372559141,Amorebieta-Etxano,http://dbpedia.org/resource/Amorebieta-Etxano,20,Desde 13/04/1937 hasta 13/06/1937,Franquista,"Amorebieta-Etxano fue bombardeado en 20 ocasiones entre abril y junio de 1937. Durante una semana de mayo el pueblo fue bombardeado a diario. Los barrios de Bernagoitia y Astepe fue dañado en algunos de estos ataques. Aviones de los modelos “Fiat Cr.32�? ,y ""Heinkel He51"" de la aviación italiana y alemana tomaron parte en estos ataques. Hasta el mes de abril el Gobierno Vasco registró 22 muertos y 34 heridos en Amorebieta-Etxano. Durante los meses de mayo y junio se desconoce el número de víctimas que causaron los bombardeos. Sea como fuere, Amorebieta-Etxano fue uno de los pueblos más intensamente bombardeados en un corto periodo de tiempo. ","IRARGI, Euskadiko Ondarearen Zentroa/Centro de Patrimonio Documental de Euskadi, Doc. GE-0037-03. Relación de víctimas causadas por la aviación facciosa en sus incursiones del mes de abril de 1937.  Comando Aviazione Legionaria. Jefatura del’Aire. Salamanca. Velani [Vincenzo Velardi], comendante della  Aviazione Legionaria. (CALJA)  Coronel Jefe de Estado Mayor. Tercera Sección. Resumen de las Operaciones. (CJEMRO)  Legión Cóndor. Informe a la Jefatura del Aire de Salamanca. (LCIJA)  Jefatura del Aire. Resumen de las operaciones del día. 3ª Sección (enero a agosto 1937). (JAROD)  Attivitá Giornaliera dell’Aviazione Legionaria. British Intelligence. Kew archives. HW 21 1. (AGALBI)  Informes de Henry Chilton, embajador de Gran Bretaña, a los servicios de inteligencia aérea británicos. (IHCh)  Partes de operaciones de las Fuerzas Aéreas del Norte. (POFAN)  El Liberal  Euzkadi  El Pensamiento Alavés  Testimonio de George Steer. ",
70,Feature,Point,-2.7330455857465306,42.95794653042365,Ondategi,http://dbpedia.org/resource/Ondategi,4,Desde 16/12/1936 hasta 19/12/1936,Franquista,La aviación franquista bombardeó la zona de Ondategi. Se produjeron 4 bombardeos entre el 16 y el 19 de diciembre de 1936. ,Jefatura del aire. Estado Mayor. Información (octubre a diciembre 1936). (JAEMI)  Arma de Aviación. Parte de Operaciones. (AAPO),
71,Feature,Point,-2.7381863655786627,42.97693377260963,Álava,http://dbpedia.org/resource/Álava,1,01/12/1936,Republicano,La aviación republicana bombardeó las posiciones franquistas  en Murua. No se dispone de información sobre el número de víctimas causadas. ,Arma de Aviación. Parte de Operaciones (AAPO),
64,Feature,Point,-2.7242132831490466,43.00966720843318,Gorbeia,http://dbpedia.org/resource/Gorbea,5,Desde 14/12/1936 hasta 06/04/1937,Franquista,Bombardeo de posiciones republicanas en el monte Gorbei-Txiki por parte de la aviación franquista. Esta zona fue bombardeada en 5 ocasiones entre diciembre de 1936 y abril de 1937.,Jefatura del aire. Estado Mayor. Información (octubre a diciembre 1936). (JAEMI)  Orden de Misión de las Fuerzas Aéreas del Norte. (OMFAN)  Partes de Misión de las Fuerzas Aéreas del Norte. (PMFAN) ,
65,Feature,Point,-2.7244204903137734,42.98435987155439,Aramayona,http://dbpedia.org/resource/Aramaio,3,02/12/1936  10/12/1936  16/12/1936,Franquista,"La aviación franquista bombardeó las posiciones republicanas en la zona de Etxaguen, perteneciente a Zigoitia. Se produjeron 3 bombardeos en diciembre de 1936.",Jefatura del aire. Estado Mayor. Información (octubre a diciembre 1936). (JAEMI),
66,Feature,Point,-2.7233416461714364,43.37590777579683,Busturia,http://dbpedia.org/resource/Busturia,1,06/05/1937,Franquista,La aviación franquista bombardeó las posiciones republicanas en el monte Añetu en la zona de Busturia-Axpe.  No se dispone de información sobre las víctimas que pudo causar este ataque.,Euzkadi,
67,Feature,Point,-2.725198874553971,43.318697379052786,Busturialdea - Urdaibai,http://dbpedia.org/resource/Busturialdea,4,Desde 26/04/1937 hasta 10/05/1937,Franquista,Errigoiti fue bombardeado en cuatro ocasiones entre abril y mayo de 1937. En abril el Gobierno Vasco contabilizó 5 muertos y 13 heridos a causa de los bombardeos. No se dispone de información al respecto para el mes de mayo.,"IRARGI, Euskadiko Ondarearen Zentroa/Centro de Patrimonio Documental de Euskadi, Doc. GE-0037-03. Relación de víctimas causadas por la aviación facciosa en sus incursiones del mes de abril de 1937.  Euzkadi  Testimonio de George Steer",
76,Feature,Point,-2.754180852784059,43.14381755676975,"Dima, Spain","http://dbpedia.org/resource/Dima,_Spain",7,Desde 06/04/1937 hasta 23/05/1937,Franquista,"Dima fue bombardeado en siete ocasiones durante los meses de abril y mayo de 1937. Tanto la aviación alemana como la italiana tomaron parte en estos ataques. El barrio de Oba sufrió daños, así como varios edificios  del pueblo. No disponemos de información sobre el número de víctimas ","Legión Cóndor. Informe a la Jefatura del Aire de Salamanca. (LCIJA)  Coronel Jefe de Estado Mayor. Tercera Sección. Resumen de las Operaciones. (CJEMRO)  Parte de Radios Rojas. (PRR)  Attivitá Giornaliera dell’Aviazione Legionaria. British Intelligence. Kew archives. HW 21 1. (AGALBI)  Informes de Henry Chilton, embajador de Gran Bretaña, a los servicios de inteligencia aérea británicos. (IHCh) Scrittori sulla guerra civile spagnola. Ministero degli Affari Esteri, Gabinetto del Ministro 1236. (SSGCS)  Euzkadi  El Pensamiento Alavés",
77,Feature,Point,-2.755830817584108,43.40251682126495,Pais Vasco,http://dbpedia.org/resource/Pais_Vasco,1,08/05/1937,Franquista,La aviación franquista bombardeó las posiciones republicanas en la zona del monte Truende. No se dispone de más información.,Coronel Jefe de Estado Mayor. Tercera Sección. Resumen de las Operaciones. (CJEMRO)  Partes de operaciones de las Fuerzas Aéreas del Norte. (POFAN),
78,Feature,Point,-2.760498655342972,43.00430783357614,Álava,http://dbpedia.org/resource/Álava,1,02/04/1937,Franquista,"Bombardeos de posiciones enemigas en el monte Gonga, perteneciente a Zigoiti, por parte de la aviación franquista",Partes de la Misión de las Fuerzas Aéreas del Norte (PMFAN),
79,Feature,Point,-2.763773112492145,43.37091713345396,Sollube,http://www.wikidata.org/entity/Q557452,13,Desde 03/05/1937 hasta 12/06/1937,Franquista,"Las posiciones republicanas en la zona del monte Sollube, entre Bermeo y Amorebieta-Etxano, fueron bombardeadas en 13 ocasiones en mayo y junio de 1937. La gran mayoría de estos ataques (todos excepto uno) fueron en mayo. Aviones del modelo ""Savoia Marchetti SM.81�? del grupo Z7 participaron en los bombardeos, así como la Legión Cóndor alemana.  La cuota 606  fue la más castigada. No se dispone de información sobre el número de víctimas que pudieron causar estos ataques.","Comando Aviazione Legionaria. Jefatura del’Aire. Salamanca. Velani [Vincenzo Velardi], comendante della  Aviazione Legionaria. (CALJA)  Coronel Jefe de Estado Mayor. Tercera Sección. Resumen de las Operaciones. (CJEMRO)  Partes de operaciones de las Fuerzas Aéreas del Norte. (POFAN)  Scrittori sulla guerra civile spagnola. Ministero degli Affari Esteri, Gabinetto del Ministro 1236. (SSGCS)  Attivitá Giornaliera dell’Aviazione Legionaria. British Intelligence. Kew archives. HW 21 1. (AGALBI)  Legión Cóndor. Informe a la Jefatura del Aire de Salamanca. (LCIJA)  Informes de Henry Chilton, embajador de Gran Bretaña, a los servicios de inteligencia aérea británicos. (IHCh)  El Liberal  Euzkadi  Testimonio de George Steer",
72,Feature,Point,-2.740648474598112,43.275429239408545,Amorebieta-Etxano,http://dbpedia.org/resource/Amorebieta-Etxano,11,Desde 09/05/1937 hasta 04/06/1937,Franquista,"La aviación franquista bombardeó en 11 ocasiones las posiciones republicanas en la zona del monte Bizkargi, entre Larrabetzu, Muxika , Morga y Zornotza. La zona fue una de las más castigadas con bombardeos durante ocho días consecutivos de las posiciones enemigas. No se dispone de información sobre el número de víctimas causadas por esto ataques. ",Coronel Jefe de Estado Mayor. Tercera Sección. Resumen de las Operaciones. (CJEMRO)  Partes de operaciones de las Fuerzas Aéreas del Norte. (POFAN)  Legión Cóndor. Informe a la Jefatura del Aire de Salamanca. (LCIJA)  El Liberal  Euzkadi  El Pensamiento Alavés,
73,Feature,Point,-2.7483293698190066,43.314951163233346,Morga,http://dbpedia.org/resource/Morga,3,12/05/1937  15/05/1937  11/06/1937,Franquista,Morga fue bombardeado en tres ocasiones entre mayo y junio de 1937. El barrio de Meakaur resultó dañado en uno de los ataques. No disponemos de información sobre el número de víctimas que pudieron causar estos ataques.,Partes de operaciones de las Fuerzas Aéreas del Norte. (POFAN)  Euzkadi  Testimonio de George Steer,
74,Feature,Point,-2.749727578260709,43.060688822788855,Zeanuri,http://dbpedia.org/resource/Zeanuri,6,Desde 02/04/1937 hasta 10/04/1937,Franquista,"El pueblo de Zeanuri fue bombardeado en 6 ocasiones durante la primera quincena del mes de abril de 1937. La zona de la ermita de Santa Agueda también sufrió uno de estos ataques y resultó dañada. En uno de los bombardeos se registraron cuatro heridos. En otro no hubo víctimas, y no se dispone de información en el resto de los casos. ","Legión Cóndor. Informe a la Jefatura del Aire de Salamanca. (LCIJA)  Partes de operaciones de las Fuerzas Aéreas del Norte. (POFAN)  Coronel Jefe de Estado Mayor. Tercera Sección. Resumen de las Operaciones. (CJEMRO)  IRARGI, Euskadiko Ondarearen Zentroa/Centro de Patrimonio Documental de Euskadi, Doc. GE-0037-03. Relación de víctimas causadas por la aviación facciosa en sus incursiones del mes de abril de 1937.  Ministerio de Guerra de la República. Sección de información. Resumen de Noticias (MGSI)  Attivitá Giornaliera dell´Aviazione Legionaria del Continente dal Luglio 1936 al Dicember 1937, Vol. 1.(AGAL)  Euzkadi  El Liberal",
75,Feature,Point,-2.750421376608699,43.220853291246996,Amorebieta-Etxano,http://dbpedia.org/resource/Amorebieta-Etxano,1,29/05/1937,Franquista,"La aviación franquista bombardeó las posiciones republicanas en la zona del monte Itxerango, en Amorebieta. No se dispone de información sobre las consecuencias de este ataque",Coronel Jefe de Estado Mayor. Tercera Sección. Resumen de las Operaciones. (CJEMRO),
85,Feature,Point,-2.779391722741213,43.21161090488378,Lemoa,http://dbpedia.org/resource/Lemoa,9,Desde 08/05/1937 hasta 13/06/1937,Franquista,"Lemoa fue bombardeado en nueve ocasiones entre mayo y junio de 1937. Según las crónicas de la época estos ataques causaron destrozos de gran consideración en el pueblo y las carreteras adyacentes, además de un número indeterminado de víctimas. Tan sólo se tienen cifras de uno de los ataques, en el que según ""El Liberal"" murió una persona y cuatro resultaron heridas.",Coronel Jefe de Estado Mayor. Tercera Sección. Resumen de las Operaciones. (CJEMRO)  Secretaría General de S.E. el Jefe de Estado. Oficina de Información. Salamanca. (SGOI)  Legión Cóndor. Informe a la Jefatura del Aire de Salamanca. (LCIJA)  Partes de operaciones de las Fuerzas Aéreas del Norte. (POFAN)  Aviazione Legionaria. Comando Base Aerea Salamanca. Attivit�  di Volo. (ALAVO)  El Liberal  Euzkadi,
84,Feature,Point,-2.7775497871180654,43.16417399757341,Igorre,http://dbpedia.org/resource/Igorre,7,Desde 06/04/1937 hasta 29/05/1937,Franquista,La aviación franquista bombardeó el pueblo de Igorre en siete ocasiones entre abril y mayo de 1937. La aviación italiana y la Legión Cóndor alemana tomaron parte en estos ataques. No se dispone de información sobre los daños y víctimas que se pudieron producir.,"Attivitá Giornaliera dell’Aviazione Legionaria. British Intelligence. Kew archives. HW 21 1. (AGALBI)  Coronel Jefe de Estado Mayor. Tercera Sección. Resumen de las Operaciones. (CJEMRO)  Legión Cóndor. Informe a la Jefatura del Aire de Salamanca. (LCIJA)  Aviazione Legionaria. Comando Base Aerea Salamanca. Attivit�  di Volo. (ALAVO)  Informes de Henry Chilton, embajador de Gran Bretaña, a los servicios de inteligencia aérea británicos. (IHCh)  Partes de operaciones de las Fuerzas Aéreas del Norte. (POFAN)  El Liberal  Euzkadi  El Pensamiento Alavés",
87,Feature,Point,-2.7885206137882417,43.13288304902547,Artea,http://dbpedia.org/resource/Artea,3,06/04/1937  11/05/1937  23/05/1937,Franquista,"El pueblo de Artea fue bombardeado en tres ocasiones en abril y mayo de 1937. La aviación italiana tomó parte en estos ataques, así como la Legión Còndor alemana. No se dispone de más información al respecto.",Coronel Jefe de Estado Mayor. Tercera Sección. Resumen de las Operaciones. (CJEMRO)  Attivitá Giornaliera dell’Aviazione Legionaria. British Intelligence. Kew archives. HW 21 1. (AGALBI)  Legión Cóndor. Informe a la Jefatura del Aire de Salamanca. (LCIJA)  El Liberal  Euzkadi,
86,Feature,Point,-2.781178138836873,43.03391283537541,Gorbeia,http://dbpedia.org/resource/Gorbea,5,Desde 02/04/1937 hasta 29/05/1937,Franquista,"Bombardeo de posiciones republicanas en la zona de Gorbeia (se mencionan Orozko, Ubide, Zeanuri, Zigoiti y Zuia) por parte de la aviación franquista. También el sanatorio situado en la campa de Arraba fue atacado. En total se bombardeó esta zona en 5 ocasiones entre abril y mayo de 1937",Partes de la Misión de las Fuerzas Aéreas del Norte (PMFAN). Coronel Jefe de Estado Mayor. Tercera Sección. Resumen de las  Operaciones (CJEMRO) Euzkadi (03/04/1937),
81,Feature,Point,-2.770260028761484,43.12100762510659,Areatza,http://dbpedia.org/resource/Areatza,5,Desde 02/04/1937 hasta 23/05/1937,Franquista,"El pueblo de Areatza fue bombardeado en cinco ocasiones entre abril y mayo de 1937. Se desconoce el número de víctimas, y solamente en un caso se puede confirmar que hubo una herida grave. En otra ocasión no hubo víctimas, y en los tres casos restantes no se dispone de información al respecto.",Coronel Jefe de Estado Mayor. Tercera Sección. Resumen de las Operaciones. (CJEMRO)  Legión Cóndor. Informe a la Jefatura del Aire de Salamanca. (LCIJA)  Euzkadi,
80,Feature,Point,-2.7646038847531393,43.341621963582575,Arrieta (Bizkaia),http://dbpedia.org/resource/Arrieta,1,03/05/1937,Franquista,La aviación franquista bombardeo la zona de Arrieta. No se dispone de más información ,Coronel Jefe de Estado Mayor. Tercera Sección. Resumen de las Operaciones. (CJEMRO),
